Time;Day;Hour;Rownum;L1547777_x;L1022212_x;L1100545_x;L1132034_x;L1132035_x;L1143298_x;L1384705_x;L264453_x;L264454_x;L100353;L100354;L1022209;L1022212;L1089541;L1100545;L1132034;L1132035;L1132037;L1132038;L1143298;L1322753;L1384705;L1391361;L1456129;L1547777;L1598466;L1618689;L1618690;L264453;L264454;L280833;L311809;L313089;L313090;L313857;L314626;L317441;L420353;L442882;L529922;L67074;L74497;L74498;L74499;L75267;L75522;L82947;L82948;L88321;L88322;L92673
1494198000;1;23;141;26;20;20;20;20;12;10;20;20;27,32;17,45;0,44;0,01;0,08;14,21;5,07;1,35;9,23;4,84;2,86;16,68;11,26;28,29;67,49;5,82;5,01;13,22;21,27;0,01;0,05;11,77;40,01;12,2;26,9;28;39,5;60,25;48,04;14,51;43,04;6,02;3,31;21,41;2,4;22,06;56,24;0,07;0;63,11;94,97;42,63
1494201600;2;0;142;26;20;20;20;20;12;10;20;20;23,56;14,16;0,11;0;0,09;9,44;4,62;0,22;5,49;3,47;2,15;12,13;7,25;22,05;50,99;5,92;4,41;10,77;17,25;0;0;8,57;29,43;8,21;21,48;25,72;36,28;44,95;35,82;10,61;33,59;4,14;2,57;17,5;2,26;19,73;53,5;0,02;0;47,62;78,83;34,09
1494205200;2;1;143;26;20;20;20;20;12;10;20;20;15,83;9,47;0,06;0;0,05;5,1;3,12;0,18;4,69;2,6;1,65;8,17;6,22;17,09;35,98;3,23;2,16;7,4;9,18;0;0;8,57;21,31;4,96;15,13;17,94;25,17;33,63;28,65;6,51;26,8;2,02;3,49;13,15;2,21;16,14;36,12;0;0;34,09;59,71;26,06
1494208800;2;2;144;26;20;20;20;20;12;10;20;20;11,38;6,41;0,14;0;0,04;4,45;2,45;0,27;3,74;2,22;0,99;7,73;5,57;13,53;27,52;3,31;2,2;7,28;6,66;0;0;7,4;18,53;3,98;12,72;13,67;20,23;27,83;24,96;6,19;24,34;1,72;3,6;8,16;2,29;10,92;23,34;0,01;0;27,46;42,32;19,6
1494212400;2;3;145;26;20;20;20;20;12;10;20;20;9,93;5,63;0,02;0;0,05;3,74;2,46;0,74;3,65;1,74;0,59;6,91;5,24;12,83;23,64;2,67;2,09;6,05;8,28;0;0;6,3;18,45;3,91;11,89;12,62;15,79;25,69;22,07;5,59;23,39;1,74;2,76;6,29;2,2;6,15;16,46;0;0;25,73;37,72;17,82
1494216000;2;4;146;26;20;20;20;20;12;10;20;20;8,98;5,71;0,02;0;0,06;3,49;2,41;0,54;3,17;2,12;0,57;6,98;5,5;12,51;21,4;2,38;1,99;5,57;7,26;0;0;6,78;15,64;2,79;12,17;10,58;14,54;25,19;19,6;4,32;21;1,87;2,31;6;2,77;6,2;15,52;0,04;0;22,93;36,96;15,79
1494219600;2;5;147;26;20;20;20;20;12;10;20;20;9,26;5,53;0,48;0;0,05;4,85;1,51;0,39;4,29;2,69;0,58;7,59;4,71;12,87;21,98;2,23;2,06;7,86;6,69;0;0,08;6,05;14,4;2,51;13,02;11,4;14,68;30,27;20,76;3,93;22,61;3,72;2,64;7,02;3,74;6,69;15,8;0,01;0;25,46;39,98;14,5
1494223200;2;6;148;26;20;20;20;20;12;10;20;20;10,93;7,75;1,82;0;0,37;8;1,77;0,77;6,22;3,34;1,57;9,83;6,26;14,95;24,23;3,79;3,26;11,75;9,57;0;0,3;7,21;19,56;3,06;16,69;17,83;19,73;32,85;27,51;5,55;25,76;10,44;4,6;14,12;4,39;11,89;19,12;0,08;0;35,34;48,83;17,41
1494226800;2;7;149;26;20;20;20;20;12;10;20;20;13,57;10,82;3,95;0,02;1;11,7;3,41;1,21;8,83;8,23;3,23;13,16;7,94;19,8;32,39;5;3,12;23,42;10,51;0;0,62;13,06;25,02;3,8;18,37;26,73;26,85;39,85;43,34;6,82;33,36;19,8;9,12;19,07;8,33;19,4;30,7;0,19;0;61,71;69,71;28,92
1494230400;2;8;150;26;20;20;20;20;12;10;20;20;14,04;11,18;6,38;0,05;4,58;21,55;4,46;1,2;18,83;17,97;5,26;26,09;10,59;19,68;36,03;5,73;2,23;27,75;13,9;0,01;1,3;18,06;29,3;6,76;20,35;34,26;38,27;38,03;63,68;7;51;25,51;23,31;25,84;12,34;24,87;44,2;0,36;0;86,05;87,77;40,95
1494234000;2;9;151;26;20;20;20;20;12;10;20;20;16,16;8,55;3,93;0,02;6,65;35,11;4,2;0,59;21,41;26,38;6,52;27,5;10,31;19,89;29,49;6,24;2,37;19,39;14,43;0;0,7;18,38;28,01;10,55;17,8;34,06;45,91;38,49;74,77;6,88;55,15;19,08;33,28;33,05;18,38;22,78;51,94;0,4;0,01;84,14;100,64;38,52
1494237600;2;10;152;26;20;20;20;20;12;10;20;20;15,13;8,86;2,05;0,01;8,39;38,47;4,36;0,58;22,02;29,54;5,65;22,89;10,68;21,46;34,47;4,35;2,49;17,87;15,07;0;0,38;24,38;25,18;11,21;16,86;31,24;46,53;33,13;69,47;6,03;63,34;17,3;39,98;27,91;19,53;21,34;51,8;1,4;0,22;86,14;113,33;37,78
1494241200;2;11;153;26;20;20;20;20;12;10;20;20;19,92;9,04;1,97;0,02;11,15;36,8;3,51;0,79;23,71;30,63;4,7;33,93;14,76;16,19;38,9;7,88;2,39;19,87;14,77;0;0,39;27,5;28,99;13,92;15,93;32,17;52,14;33,92;78,14;8,66;64,45;17,13;42,29;30,08;18,59;19,8;60,86;1,94;0,25;98,22;125,22;38,89
1494244800;2;12;154;26;20;20;20;20;12;10;20;20;18,4;11,36;1,82;0,05;11,49;35,71;5,03;1,28;24,26;31,47;4,46;30,72;13,69;16,9;38,37;4,87;2,72;22,36;13,04;0;0,34;28,37;21,36;13,8;17,55;27,99;47,14;34,62;76,64;8,64;63,12;15,37;37,6;29,41;18,21;18,77;65,91;1,3;0,33;101,3;115,42;39,24
1494248400;2;13;155;26;20;20;20;20;12;10;20;20;17,53;11,12;1,62;0,06;10,99;37,17;6,04;1,55;22,91;31,62;6,03;22,66;9,99;17,86;33,84;5,59;2,4;20,83;11,86;0,01;0,37;23,45;25,95;13,12;13,71;27,09;46,77;35,93;77,72;9,2;61,14;17,66;36,63;31,52;19,07;21,34;65,83;0,84;0,24;97,06;125,2;42,04
1494252000;2;14;156;26;20;20;20;20;12;10;20;20;16,76;10,34;2,25;0,09;9,52;38,65;4,46;1,04;22,99;32,6;6,13;17,4;10,8;19,41;37,2;6,04;2,02;20,29;7,14;0,01;0,42;24,81;25,68;14,12;15,81;28,82;49,04;38,44;73,58;7,98;59,69;19,44;32,95;31,77;18,88;25,66;64,2;1,35;0,1;96,4;129,35;47,55
1494255600;2;15;157;26;20;20;20;20;12;10;20;20;20,14;10,81;3,05;0,14;8,21;34,65;5,85;1,21;22,46;21,67;3,88;18,23;13,31;20,07;40,89;7,96;1,56;24,81;13,29;0,01;0,81;22,02;23,42;14,23;16,85;30,99;38,43;38,05;76,1;9,57;60,41;20,57;26,04;33,82;19,57;32,85;63,48;0,9;0,44;108,66;125,28;48,86
1494259200;2;16;158;26;20;20;20;20;12;10;20;20;19,03;12,46;3,74;0,15;5,73;25,86;6,28;1,15;21,84;14,83;2,57;17,03;15,6;22,74;41,32;7,53;2,27;27,24;14,65;0,06;0,81;26,26;29,02;16,28;19,27;37,62;37,98;50,48;63,95;9,28;64,74;21,38;18,87;32,23;16,81;37,68;57,47;0,8;0,12;112,11;126,36;51,03
1494262800;2;17;159;26;20;20;20;20;12;10;20;20;18,5;11,37;2,59;0,11;2,08;25,88;5,23;1,82;19,3;11,45;3,93;15,25;14,4;26,83;47,63;9,75;2,68;25,25;17,85;0,02;0,59;27,76;33,94;15,34;22,1;37,44;32,74;53,32;58,63;12,4;69,53;16,25;9,25;26,92;11,03;41,41;53,79;0,54;0,13;93,21;135,51;47,41
1494266400;2;18;160;26;20;20;20;20;12;10;20;20;19,18;13,38;1,8;0,11;1,09;20,73;4,58;2,14;16,26;7,99;3,27;18,81;15,94;27,39;55,75;9,32;1,96;28,16;22,32;0,02;0,37;24,51;40,61;14,47;21,42;36,49;38,66;57,44;56,34;11,76;72,37;11,39;7;24,49;9,35;34,81;55,96;0,96;0,04;83,13;138,49;50,99
1494270000;2;19;161;26;20;20;20;20;12;10;20;20;22,04;17,71;1,57;0,08;0,3;18,91;4,24;2,04;16,58;7,18;2,83;18,35;14,54;31,67;61,09;11,4;2,15;27,76;24,71;0,02;0,36;20,75;39,86;12,22;27,68;37,03;40,59;65,33;59,36;13,83;62,19;11,64;6,05;23,78;8,28;32,55;61,12;0,63;0;83,11;135,5;51,85
1494273600;2;20;162;26;20;20;20;20;12;10;20;20;27,63;19;1,37;0,07;0,08;20,35;4,99;0,94;16,3;6,65;3,61;19,83;16,87;35,07;63,56;9,16;3,48;24,89;22,67;0,02;0,28;21,13;41,93;14,46;31,23;39,61;47,88;77,6;58,92;12,94;61,66;10,18;6,99;22,51;8,25;37,45;64,3;0,28;0;79,85;132,05;53,84
1494277200;2;21;163;26;20;20;20;20;12;10;20;20;30,66;20,3;1,07;0,03;0,11;21,19;6,14;2,12;12,78;6,88;4,65;24,61;16,26;38,35;73,49;10,95;4,89;26,82;32,04;0,01;0,28;23,17;43,05;15,59;34,04;41,85;51,43;82,96;67,93;13,63;62,84;8,35;5,26;24,53;4,58;37,24;61,92;0,24;0;74,62;141,9;52,41
1494280800;2;22;164;26;20;20;20;20;12;10;20;20;32,05;20,1;0,77;0,02;0,31;23,78;6,59;1,61;10,93;6,6;3,83;23,22;16,33;37,05;73,09;7,7;4,61;19,41;31,72;0;0,07;21,17;46,41;15,43;34,98;37,89;53,08;77,9;65,14;16,06;64,86;5,67;4,05;21,94;2,9;36,58;62,98;0,37;0;72,48;130,42;51,01
1494284400;2;23;165;26;20;20;20;20;12;10;20;20;26,47;17,15;0,37;0,02;0,27;18,84;4,08;1,51;9,7;5,28;4,48;21,16;13,68;34,2;66,77;6,56;4,19;15,81;25,26;0;0,02;17,1;43,86;11,76;28,56;35,69;43,52;69,79;55,13;14,19;63,03;4,32;3,46;21,29;2,54;31,73;62,9;0,03;0;64,51;116,86;48,68
1494288000;3;0;166;26;20;20;20;20;12;10;20;20;21,14;13,18;0,04;0;0,57;11,26;2,09;0,42;8,4;4,44;3,06;13,63;9,65;25,85;49,12;6,03;4,15;10,98;15,49;0;0;13,19;33,04;11,51;21,77;21,96;31,9;47,22;39,3;10,64;45,2;2,68;2,46;13,23;2,23;20,58;56,01;0,01;0;53,37;85,77;33,05
1494291600;3;1;167;26;20;20;20;20;12;10;20;20;14,63;8,19;0,03;0;0,18;8,07;0,51;0,26;5,11;3,2;1,79;10,05;7,46;20,81;38,96;3,03;2,83;9,52;8,49;0;0;8,05;26,8;9,63;16,01;14,52;27,63;38,66;30,25;6,56;36,19;2,01;2,32;13,25;2,13;15,74;40,08;0,01;0;40,34;62,21;23,57
1494295200;3;2;168;26;20;20;20;20;12;10;20;20;11,51;6,69;0,03;0;0,03;6,53;0,32;0,15;4,13;3,14;1,72;9,19;4,67;16,28;27,3;2,74;0,58;6,87;7,76;0;0;7,6;21,12;9,28;14,66;11,4;24,44;34,61;25,79;5,9;31,07;2,23;2,22;9,21;2,28;11,03;28,88;0,02;0;33,15;50,21;19,19
1494298800;3;3;169;26;20;20;20;20;12;10;20;20;9,18;5,9;0,05;0;0,07;6,39;0,32;0,1;4,18;2,83;1,51;7,82;3,42;14,42;19,96;2,72;0,5;6,3;7,43;0;0;5,18;19,21;7,28;15,5;8,92;23,19;30,01;23,85;5,75;29,22;1,67;2,06;6,83;2,5;10,1;23,14;0,01;0;26,98;43,76;16,88
1494302400;3;4;170;26;20;20;20;20;12;10;20;20;7,89;6,84;0,06;0;0,06;6,48;0,28;0,14;3,55;3,03;1,11;7,52;3,05;12;21,36;2,69;0,25;5,51;7,86;0;0;5,32;16,9;6,72;12,48;7,32;20,14;25,43;22,03;4,76;25,33;1,48;2,07;6,6;2,67;8,56;17,31;0,01;0;25,95;40,34;15,04
1494306000;3;5;171;26;20;20;20;20;12;10;20;20;9,05;7,09;0,5;0;0,03;7,1;0,7;0,17;3,77;3,49;0,75;7,23;3,23;12,01;19,87;3,57;0,48;6,7;9,15;0;0,08;5,33;18,9;7,5;13,34;11,05;19,03;31,14;23,33;4,28;25,82;3,01;2,44;8,37;3,51;8,36;17,27;0,01;0;25,99;45,45;15,26
1494309600;3;6;172;26;20;20;20;20;12;10;20;20;10,71;9,84;1,87;0,02;0,72;10,77;1,12;1,13;5,54;4,99;0,91;10,42;5,1;15,49;24,59;4,14;0,34;13,15;11,34;0;0,24;7,68;24,89;8,89;13,17;17,62;19,82;38,86;28,86;6,3;30,11;9,06;4,69;14,38;3,56;12,05;22,71;0,24;0;35,42;58,39;18,4
1494313200;3;7;173;26;20;20;20;20;12;10;20;20;14,97;10,67;4,19;0,03;0,99;16,21;2,4;1,51;9,94;11,73;1,72;12,41;7,52;22,13;29,12;6,48;1,42;24,7;12,61;0,01;0,64;14,43;27,41;6,95;16,74;31,1;23,92;43,64;44,73;8,53;36,77;18,26;11,72;22,19;8,22;19,9;34,66;0,21;0;69,48;71,2;31,5
1494316800;3;8;174;26;20;20;20;20;12;10;20;20;14,96;12,88;5,6;0,03;5,33;27,21;5,63;1,41;22,21;20,96;3,39;22,79;7,82;19,32;38,17;6,84;0,95;27,97;15,96;0,02;1,38;18,35;29,03;8,77;17,8;32,1;36,44;41,9;60,43;7,85;50,64;22,78;22,14;26,98;12,75;26,5;48,27;0,7;0,22;95,68;89,38;44,96
1494320400;3;9;175;26;20;20;20;20;12;10;20;20;14,37;9,37;3,51;0,02;8,72;29,31;6,53;1,22;23,38;28,34;4,27;33,57;11,49;18,76;36,02;8,21;0,59;20,91;14,13;0;0,63;20,53;27,82;11,43;20,01;28,39;36,43;32,01;74,82;5,82;65,69;18,2;32,43;29,14;22;24,34;58,43;0,57;0,66;90,99;97;42,72
1494324000;3;10;176;26;20;20;20;20;12;10;20;20;13,06;8,5;1,94;0,02;10,36;34,3;4,49;0,59;23,62;26,87;2,48;28,77;11,29;18,28;38,55;7,59;0,9;18,4;10,74;0;0,43;27,2;25,63;14,22;21,13;25,18;41,57;35,02;74,25;5,6;68,63;16,13;36,32;29,22;21,43;21,33;59,06;0,57;0,72;88,03;109,99;36,74
1494327600;3;11;177;26;20;20;20;20;12;10;20;20;15,81;8,03;2,03;0,05;10,65;38,11;4,4;0,79;22,65;29,35;2,97;35,7;11,42;18,05;40,33;10,16;2,37;18,55;11,26;0,01;0,4;33,49;25,4;18,35;23;26,51;51,5;35,98;73,67;9,24;73,7;17,44;38,54;32,54;20,77;22,92;62,38;1,11;0,91;102,67;116,21;35,14
1494331200;3;12;178;26;20;20;20;20;12;10;20;20;18,95;7,86;1,87;0,04;11,34;40,3;4,05;0,71;21,62;28,85;3,43;28,79;7,85;17,41;40,35;8,89;1,96;19,11;11,64;0,01;0,44;32,06;23,65;16,22;20,53;26,52;44,7;31,92;79;10,52;69,02;16,39;37,81;28,06;20;20,93;66,26;1,07;0,48;106,31;126,12;46,84
1494334800;3;13;179;26;20;20;20;20;12;10;20;20;19,27;9,88;2,65;0,05;10,79;36,55;3,41;1,07;23,05;27,19;3,22;27,37;13,3;17,63;31,79;8,12;1,93;19,99;11,55;0;0,37;25,48;25,13;12,52;20,13;29,32;43,19;31,73;83,9;10,33;68,59;17,32;35,61;25,44;21,75;22,31;72,47;0,81;0,71;104,39;123,59;46,21
1494338400;3;14;180;26;20;20;20;20;12;10;20;20;21,9;9,96;2,71;0,07;11,48;35,15;4,04;0,85;21,62;27,68;3,67;18,61;13,7;16,29;33,56;7,27;2,99;22,07;10,62;0;0,51;32,33;23,14;13,32;17,7;28,79;35,59;36,35;77,03;6,28;71,7;19,6;28,35;26,89;26,07;27,09;61,02;1,09;0,78;96,19;123,98;47,47
1494342000;3;15;181;26;20;20;20;20;12;10;20;20;22,1;9,3;3,34;0,12;10,1;33,95;4,89;0,82;22,64;20,39;3,32;17,84;13,03;18,75;42,97;7,21;3,65;26,41;12,15;0,02;0,69;29,16;19,95;12,61;18,71;27,86;32,93;39,34;75,28;6,91;66,58;23,12;23,84;31,67;20,33;29,12;68,03;0,44;0,52;102,73;130,48;51,46
1494345600;3;16;182;26;20;20;20;20;12;10;20;20;24,28;12,31;3,79;0,16;6,85;25,95;5,84;0,77;17,51;13,17;3,81;18,09;14,04;20,15;45,59;5,1;3,54;32,38;18,79;0,01;0,85;30,51;22,49;16,13;18,94;31,89;34,75;42,52;65,3;10,87;66,84;22,34;17,88;32,86;15,85;37,29;59,21;0,8;0,93;119,02;127,45;51,08
1494349200;3;17;183;26;20;20;20;20;12;10;20;20;28,17;14,27;2,58;0,11;2,91;23,51;4,81;0,6;18,31;7,75;2,95;22,27;13,11;24,85;57,95;5,86;4,26;24,67;22,09;0,01;0,57;29,57;28,29;15,83;21,06;35,07;38,49;46,18;62,75;12,12;58,69;18,14;11,94;25,94;8,97;44,99;50,27;0,96;0,85;115,67;122,79;52,24
1494352800;3;18;184;26;20;20;20;20;12;10;20;20;25,86;13,88;2,12;0,12;0,99;24,95;5;0,99;15,97;6,61;3,09;19,55;12,84;24,67;58,18;6,22;3,53;20,51;24,81;0,02;0,53;23,29;36,53;14,47;20,87;38,61;41,4;48,13;56,43;12,71;53,07;14,86;8,47;21,83;8,45;38,89;51,72;1,24;0,72;101,58;110,82;47,42
1494356400;3;19;185;26;20;20;20;20;12;10;20;20;28,71;14,59;1,52;0,08;0,51;24,24;5,45;2,01;15,9;5,95;2,3;16,28;13,79;26,36;62,32;5,95;4,24;21,75;26,13;0,03;0,37;19,49;41,08;11,63;26,6;36,24;44,12;57;56,23;13,73;57,69;11,67;6,19;20,75;7,99;38,19;53,8;1,39;0,66;95,19;116,97;51,95
1494360000;3;20;186;26;20;20;20;20;12;10;20;20;29,7;16,1;1,3;0,05;0,14;24,57;4,78;2,2;16,04;7,14;3,03;17,81;12,46;32,55;62,38;6,55;4,66;20,48;27,82;0,01;0,22;18,5;43,03;13,23;30,24;41,5;52,95;66,81;57,65;13,64;58,44;10,01;4,81;17,28;6,51;33,31;52,04;0,74;0,93;98,85;126,81;48,48
1494363600;3;21;187;26;20;20;20;20;12;10;20;20;31,01;19,67;0,96;0,03;0,08;25,2;5,2;1,85;12,24;6,98;2,46;19,6;12,14;33,82;69,99;6,91;6,35;18,34;27,47;0,01;0,21;19,68;45,78;14,39;28,78;41,17;53,65;71,6;61,18;13,88;62,71;7,96;3,22;20,91;3,72;35,25;58,33;0,45;0,41;90,68;143,1;60,55
1494367200;3;22;188;26;20;20;20;20;12;10;20;20;32,83;19,24;0,61;0,02;0,26;24,04;4,98;1,63;10,98;5,72;3,29;21,64;14,24;34,03;70,18;6,75;6,87;19,74;27,58;0;0,11;20,32;46,44;17,14;29,97;40,26;53,8;70,4;55,97;16;62,27;5,55;3,27;18,68;2,59;29,77;63,75;0,22;0,36;84,12;150,37;60,27
1494370800;3;23;189;26;20;20;20;20;12;10;20;20;28,09;18,88;0,42;0,01;0,7;17,36;3,21;1,44;8,92;4,24;2,15;16,31;11,45;27,81;57,66;7,21;5,13;17,45;24,83;0;0;18,62;41,8;14,73;25,17;30,68;49,01;65,36;53,62;12,85;57,78;4,03;3,31;16,16;2,48;28,23;61,1;0,05;0,07;76,03;121,96;47,65
1494374400;4;0;190;26;20;20;20;20;12;10;20;20;18,15;11,15;0,07;0;0,25;11,82;2,44;1,47;6,82;4,86;1,04;10,59;6,82;19,8;45,76;6,88;3,17;12,48;19,97;0;0;13,13;31,84;10,21;20,25;25,03;40,05;48,64;40,64;12,12;45,78;2,88;4,61;12,03;2,52;21,21;46,85;0;0;58,53;90,09;37,14
1494378000;4;1;191;26;20;20;20;20;12;10;20;20;14,98;8,13;0;0;0,13;9,04;0,63;1,43;5,74;2,79;1,26;8,55;5,09;13,72;34,49;4,58;2,13;9,88;14;0;0;8,11;26,61;8,98;16,57;17,54;31,26;38,64;30,63;9,82;35,92;1,52;3,7;9,93;2,35;14,15;37,81;0;0;40,74;67,63;26,23
1494381600;4;2;192;26;20;20;20;20;12;10;20;20;12,63;8,2;0,03;0;0,03;8,06;1,03;0,28;4,51;2,07;0,21;6,82;3,26;10,3;27,72;3,79;1,88;7,78;10,6;0;0;4,37;21,51;5,49;12,92;15,27;26;33,99;26,3;7,71;29,68;1,71;2,98;7,05;2,45;10,76;25,25;0;0;33,74;54,44;22,21
1494385200;4;3;193;26;20;20;20;20;12;10;20;20;11,3;7,99;0;0;0,05;7,75;0,83;0,2;4,49;1,63;0,09;5,87;3,86;10,9;22,41;3,08;1,57;7,07;9,76;0;0;4,16;19,01;4,91;10,15;13,97;22,85;31,23;24,21;7,77;27,3;1,47;2,21;6,19;2,25;7,24;19,09;0,04;0;27,93;49,34;17,83
1494388800;4;4;194;26;20;20;20;20;12;10;20;20;9,62;7,27;0;0;0,18;7,16;0,9;0,19;3,42;2,68;0,16;6,15;3,25;10,66;19,93;2,34;1,55;6,94;10,07;0;0;3,82;19,1;5,12;10,28;12,24;18,86;29,94;21,79;6,95;26,29;1,44;2,25;5,93;2,23;5,71;15,03;0;0;26;42,14;16,25
1494392400;4;5;195;26;20;20;20;20;12;10;20;20;9,33;7,94;0,5;0;0,08;7,79;1,05;0,19;4,03;2,24;0,44;6,86;3,72;11,35;20,81;3,03;1,89;6,33;9,48;0;0,13;4,33;18,06;6,26;10,96;13,22;18,41;31,89;23,33;7,26;26,57;2,61;2,47;6,5;2,48;7,45;15,58;0,01;0,04;25,79;47,27;17,16
1494396000;4;6;196;26;20;20;20;20;12;10;20;20;10;8,67;1,86;0,01;0,38;10,55;1,5;0,5;6,22;3,92;1,37;10,44;4,01;15,01;23,8;4,18;2,64;12,96;12,62;0;0,31;6,22;21,91;7,38;14,91;19,05;21,96;38,19;31,69;7,24;32,27;9,05;5,41;13,43;3,12;11,24;20,09;0,11;0,01;38;52,37;22,06
1494399600;4;7;197;26;20;20;20;20;12;10;20;20;13,79;12,24;4,09;0,06;1,38;15,66;2,73;1,09;10,07;10,26;3,03;15,1;6,32;21,54;33,03;4,92;3,34;22,29;12,52;0,01;0,82;13,73;31,14;10,17;18,36;29,74;28,17;38,7;43,58;9,72;39,72;18,53;13,59;23,16;6,56;22,08;34,16;0,2;0,2;71,51;64,24;31,55
1494403200;4;8;198;26;20;20;20;20;12;10;20;20;11,23;13,3;5,66;0,05;6,45;20,82;4,18;1,96;21,01;20,94;2,54;29,14;8,81;21,27;35,24;6,73;2,62;29,64;12,8;0;1,33;20,62;30;10,61;19,36;39,85;29,71;40,45;61,96;6,48;51,99;21,28;28,03;26,6;14,78;27,34;45,64;0,97;1,8;88,55;84,38;41,18
1494406800;4;9;199;26;20;20;20;20;12;10;20;20;13,28;10,66;3,56;0,03;11,06;27,33;5,2;1,28;23,41;27,51;2,99;31,54;10,52;18,66;35;5,24;1,88;20,46;11,6;0;0,67;21,55;28,02;11,86;19,5;33,7;25,95;36,69;71,8;8,16;65,42;18;37,08;28,05;19,61;24,58;49,5;1,5;4,61;95,71;94,77;45,14
1494410400;4;10;200;26;20;20;20;20;12;10;20;20;15,24;10,44;2,03;0,03;10;30,22;4,21;0,61;25,08;24,79;3,63;37,04;11,18;17,99;36,75;6,6;3,16;21,39;9,17;0,01;0,38;26,94;24,19;14,34;19,66;32,86;33,26;35,26;69,38;7,05;62,39;17,08;37,2;24,44;20,03;23,41;56,99;2,41;4,17;89,24;103,19;48,46
1494414000;4;11;201;26;20;20;20;20;12;10;20;20;13,64;9,9;2,65;0,02;10,93;32,99;5,14;1,37;24,45;29,39;3,47;35,23;10,57;17,54;42,04;7,29;2,97;20,42;9,61;0;0,36;30,38;26,86;14,56;16,98;31,18;40,76;34,76;69,14;10,73;67,1;18,04;40,46;27,46;20,62;20,78;55,04;3,28;3,61;100,2;115,4;45,14
1494417600;4;12;202;26;20;20;20;20;12;10;20;20;14,63;10,11;2,03;0,04;12,07;35,71;3,86;1,52;27,01;31,54;4,01;29,5;11,08;16,6;38,32;5,57;4,4;20,8;8,58;0,01;0,46;36,04;24,23;14,39;14,6;32,44;43,31;34,66;66,5;10,81;65,63;18,03;38,58;30,21;22,82;22,93;60,9;3,39;5,61;104,73;120,26;48,2
1494421200;4;13;203;26;20;20;20;20;12;10;20;20;20,27;10,34;1,98;0,07;12,9;34,71;3,67;1,65;28,63;30,27;4,6;32,89;12,45;17,48;38,97;7,4;4,24;22,5;11,51;0,01;0,47;31,92;23,4;13,07;15,73;31,7;49,53;31,91;68,6;10,31;76,55;19,37;41,51;28,09;24,06;20,8;63,12;2,37;5,97;107,65;120,24;49,75
1494424800;4;14;204;26;20;20;20;20;12;10;20;20;21,65;11,41;2,27;0,07;10,56;35,92;4,53;1,3;25,11;30,58;3,52;22,78;12,83;19,96;43;5,95;2,88;24,24;8,92;0,01;0,55;31,05;19,74;14,14;16,12;32,04;48,78;36,13;67,87;9,39;72,83;18,78;38,82;27,5;24,96;22,96;57,46;4,57;5,52;99,32;115,65;45,26
1494428400;4;15;205;26;20;20;20;20;12;10;20;20;21,56;10,3;3,76;0,17;10,22;31,92;5,3;2,18;23,8;24,72;4,01;17,42;12,8;20,75;45,42;6,94;3,96;27,87;12,3;0,02;0,79;32,38;23,45;14,14;17,07;36,77;41,9;33,43;68,32;12,09;71,43;21,48;28,28;34,97;23,27;28,82;61,29;4,05;5,66;107,99;125,58;54,09
1494432000;4;16;206;26;20;20;20;20;12;10;20;20;26,17;10,3;3,21;0,15;5,09;25,33;6,77;1,53;20,77;15,23;3,71;16,95;12,86;19,81;47,77;6,25;3,98;27,24;13,97;0,03;0,82;27,31;22,69;17,83;18,61;36,61;36,59;41,86;67,75;11,82;65,6;19,69;20,46;31,9;17,5;31,7;58,87;4,19;2,61;111,22;125,69;52,95
1494435600;4;17;207;26;20;20;20;20;12;10;20;20;29,44;9,76;2,81;0,15;1,29;24,16;6,02;2,96;16,37;9,06;3,4;17,54;10,99;21,97;56,38;5,49;3,7;25,53;14,8;0,04;0,65;28,27;23;16,7;22,26;35,38;33,04;53,96;56,58;9,78;62,91;17,14;11,48;22,54;13,34;32,46;45,83;1,72;0,1;104,05;131,17;50,48
1494439200;4;18;208;26;20;20;20;20;12;10;20;20;25,45;13,13;1,84;0,07;0,66;26,94;5,42;1,32;16,31;7,06;4,13;18,81;12,57;26,52;60,65;7,03;3,76;22,21;19,96;0,02;0,35;26,23;29,31;14,67;24,96;43,08;37,3;55,93;53,8;11,78;68,96;15,01;9,63;20,66;8,29;29,11;47,15;1,01;0,19;108,87;127,71;50,04
1494442800;4;19;209;26;20;20;20;20;12;10;20;20;28,95;13,39;1,63;0,07;0,2;23,25;3,51;2,01;14,02;5,45;4,14;19,38;12,56;25,69;64,03;7,84;5,3;22,24;22,73;0;0,24;24,87;32,91;17,64;24,56;45,17;47,54;62;49,77;13,47;64,35;12,26;6,66;23,28;6,3;30,26;53,28;0,75;0,12;94,34;125,56;49,57
1494446400;4;20;210;26;20;20;20;20;12;10;20;20;32,88;15,67;1,5;0,07;0,05;22,92;4,75;2,06;12,51;5,88;3,32;22,59;12,71;34,08;70,23;9,11;4,75;20,5;20,32;0,01;0,29;23,07;40,47;16,16;31,28;43,97;48,57;68,39;51,12;12,86;62,02;10,91;6,23;23,8;5,58;30,16;53,71;0,66;0,02;93,46;133,29;45,36
1494450000;4;21;211;26;20;20;20;20;12;10;20;20;36,39;20,27;1,09;0,05;0,03;19,63;3,6;2,37;11,51;5,57;2,4;24,66;11,19;35,78;75,89;7,76;5,16;19,64;24,56;0;0,26;23,74;43,42;17,05;33,4;43,05;54,67;69,85;63,12;15,84;61,74;8,72;5,47;22,39;5,43;33,36;51,41;0,93;0;86,76;143,99;53,98
